Word,stress_pattern
toxicologist,2-0-1-0-0
toxicologists,2-0-1-0-0
toxicologists,2-0-1-0-0
toxicologists,2-0-1-0-0
toxicology,2-0-1-0-0
toxin,1-0
toxins,1-0
toy,1
toyed,1
toying,1-0
Toymaker,1-2-0
Toyo,1-0
Toyota,0-1-0
toys,1
trace,1
traceable,1-0-0
traced,1
tracer,1-0
tracers,1-0
traces,1-0
traces,1-0
trachea,1-0-0
tracheal,1-0-0
tracing,1-0
track,1
tracked,1
tracker,1-0
trackers,1-0
tracking,1-0
tracks,1
tract,1
tractable,1-0-0
traction,1-0
tractor,1-0
tractors,1-0
tracts,1
trade,1
traded,1-0
trademark,1-2
trademarked,1-2
trademarks,1-2
tradeoff,1-2
tradeoffs,1-2
trader,1-0
traders,1-0
trades,1
tradesmen,1-0
trading,1-0
tradings,1-0
tradition,0-1-0
traditional,0-1-0-0
traditionalist,0-1-0-0-0
traditionalists,0-1-0-0
traditionally,0-1-0-0-0
traditionally,0-1-0-0
traditions,0-1-0
traffic,1-0
trafficker,1-0-0
traffickers,1-0-0
trafficking,1-0-0
tragedies,1-0-0
tragedy,1-0-0
tragic,1-0
tragically,1-0-0
trail,1
trailblazer,1-2-0
Trailblazers,1-2-0
trailed,1
trailer,1-0
trailers,1-0
trailing,1-0
trails,1
train,1
trained,1
trainee,1-1
trainees,1-1
trainer,1-0
trainers,1-0
training,1-0
trains,1
traipse,1
traipsing,1-0
trait,1
traitor,1-0
traitorous,1-0-0
traitors,1-0
traits,1
trajectory,0-1-0-0
tram,1
Tramell,0-1
trammel,1-0
tramp,1
tramped,1
tramping,1-0
trample,1-0
trampled,1-0
tramples,1-0
trampling,1-0
trampoline,2-0-1
tramps,1
trams,1
Trance,1
tranquil,1-0
tranquil,1-0
tranquility,0-1-0-0
tranquilize,1-0-2
tranquilizer,1-0-2-0
tranquilizers,1-0-2-0
Trans,1
transact,0-1
transacted,0-1-0
transacted,0-1-0
transaction,0-1-0
transactions,0-1-0
transatlantic,2-0-1-0
transatlantic,2-0-1-0
transcend,0-1
transcended,0-1-0
transcendence,0-1-0
transcendent,0-1-0
transcendental,2-0-1-0
transcendental,2-0-1-0
transcending,0-1-0
transcends,0-1
transcontinental,2-2-0-1-0
transcontinental,2-2-0-1-0
transcontinental,2-2-0-1-0
transcontinental,2-2-0-1-0
transcribe,0-1
transcribed,0-1
transcriber,0-1-0
transcribing,0-1-0
Transcript,1-2
transcription,2-1-0
transcriptions,2-1-0
transcripts,1-2
transducer,0-1-0
transducers,0-1-0
transect,1-2
transected,1-2-0
transection,1-2-0
transfer,0-1
transfer,1-0
transferable,0-1-0-0
transference,0-1-0
transferred,0-1
transferred,1-0
transferring,0-1-0
transfers,0-1
transfers,1-0
transfixed,0-1
transform,0-1
transform,1-0
transformation,2-0-1-0
transformational,2-0-1-0-0
transformations,2-0-1-0
transformed,0-1
transformer,0-1-0
Transformers,0-1-0
transforming,0-1-0
transforms,0-1
transfuse,0-1
transfused,0-1
transfusion,0-1-0
transfusions,0-1-0
transgender,1-1-0
transgenic,2-1-0
transgress,0-1
transgressed,0-1
transgression,0-1-0
transgressions,0-1-0
transgressor,0-1-0
transience,1-0-0
transient,1-0
transients,1-0-0
transillumination,2-0-2-0-1-0
transistor,0-1-0
transistors,0-1-0
transit,1-0
transited,1-0-0
transiting,1-0-0
transition,0-1-0
transitional,0-1-0-0
transitional,0-1-0-0
transitioning,0-1-0-0
transitions,0-1-0
transitory,1-0-2-0
transits,1-0
translate,0-1
translate,0-1
translated,0-1-0
translated,0-1-0
translates,1-2
translates,0-1
translating,1-2-0
translating,0-1-0
translation,0-1-0
translation,0-1-0
translations,0-1-0
translations,0-1-0
translator,0-1-0
translator,0-1-0
translators,0-1-0
translators,0-1-0
translucent,0-1-0
transmission,0-1-0
transmission,0-1-0
transmissions,0-1-0
transmit,0-1
transmits,0-1
transmittable,0-1-0-0
transmitted,0-1-0
transmitted,0-1-0
transmitter,0-1-0
transmitters,0-1-0
transmitting,0-1-0
transnational,0-1-0-0
transoceanic,2-0-0-1-0
transom,1-0
transpacific,2-0-1-0
transparencies,0-1-0-0
transparency,0-1-0-0
transparent,0-1-0
transparently,0-1-0-0
transpire,0-1-0
transpired,0-1-0
transpires,0-1-0
transpiring,0-1-0-0
transplant,0-1
transplantation,2-0-1-0
transplanted,0-1-0
transplanting,0-1-0
transplants,0-1
transponder,0-1-0
transponders,0-1-0
transport,0-1
transport,1-0
transportable,0-1-0-0
transportation,2-0-1-0
transported,0-1-0
transporter,0-1-0
transporters,0-1-0
transporting,0-1-0
transports,0-1
transports,1-0
transpose,0-1
transposed,0-1
transsexual,0-1-0-0
transsexuals,0-1-0-0
Transvaal,0-1
transverse,0-1
transvestite,0-1-0
transvestites,0-1-0
Trant,1
trap,1
trapeze,0-1
trapped,1
Trapper,1-0
trappers,1-0
trapping,1-0
trappings,1-0
Trappist,1-0
traps,1
trash,1
trashed,1
trashes,1-0
trashing,1-0
trashy,1-0
trauma,1-0
traumas,1-0
traumatic,0-1-0
traumatize,1-0-2
traumatized,1-0-2
travail,0-1
travails,0-1
travel,1-0
traveled,1-0
traveler,1-0-0
traveler,1-0
travelers,1-0-0
travelers,1-0
traveling,1-0-0
traveling,1-0
travelled,1-0
traveller,1-0-0
travellers,1-0-0
travelling,1-0-0
travelling,1-0
travelogue,1-0-2
travels,1-0
Traverse,1-0
Traverse,0-1
traversed,1-0
traversed,0-1
traversing,0-1-0
travesties,1-0-0
travesty,1-0-0
Travis,1-0
trawler,1-0
trawlers,1-0
tray,1
trays,1
treacherous,1-0-0
treachery,1-0-0
tread,1
treading,1-0
treadmill,1-2
treadmills,1-2
treads,1
treason,1-0
treasure,1-0
treasured,1-0
treasurer,1-0-0
treasurers,1-0-0
treasures,1-0
Treasury,1-0-0
treat,1
treatable,1-0-0
treated,1-0
treated,1-0
treater,1-0
treaters,1-0
treaties,1-0
treating,1-0
treatise,1-0
treatises,1-0-0
treatment,1-0
treatments,1-0
treats,1
treaty,1-0
treble,1-0
trebled,1-0
tree,1
treeless,1-0
trees,1
treetop,1-2
treetops,1-2
Trek,1
trekked,1
trekking,1-0
treks,1
trellis,1-0
tremble,1-0
trembled,1-0
trembling,1-0-0
trembling,1-0
tremendous,0-1-0
tremendous,0-1-0
tremendously,0-1-0-0
tremendously,0-1-0-0
tremens,1-0
tremor,1-0
tremors,1-0
tremulous,1-0-0
trench,1
trenchant,1-0
Trencher,1-0
trenches,1-0
trend,1
trendier,1-0-0
trendier,1-0
trendiest,1-0-0
trendiest,0-1
trending,1-0
trends,1
trends,1
trendsetter,1-2-0
trendy,1-0
Trenton,1-0
trepidation,2-0-1-0
trespass,1-2
trespass,1-0
trespassing,1-2-0
trespassing,1-0-0
tress,1
Tressel,1-0
tresses,1-0
trestle,1-0
Trey,1
Tri,1
triad,1-2
Triads,1-2
triage,1-0
trial,1-0
trial,1
trials,1-0
trials,1
triangle,1-2-0
triangles,1-2-0
triangular,0-1-0-0
triangulation,0-2-0-1-0
Triassic,2-1-2
triathlon,2-1-0
Trib,1
tribal,1-0
tribble,1-0
tribe,1
tribes,1
tribesman,1-0
tribesmen,1-0
Triborough,1-0-0
tribulation,2-0-1-0
tribulations,2-0-1-0
tribunal,0-1-0
tribunals,2-1-0
Tribune,1-0
tributaries,1-0-2-0
tributary,1-0-2-0
tribute,1-0
tributes,1-0
trice,1
triceps,1-2
Triceratops,2-1-0-2
trick,1
tricked,1
trickery,1-0-0
trickier,1-0-0
trickiest,1-0-0
tricking,1-0
trickle,1-0
trickled,1-0
trickles,1-0
trickling,1-0
tricks,1
trickster,1-0
tricksters,1-0
tricky,1-0
tricuspid,0-1-0
tricycle,1-0-0
trident,1-0
tried,1
trier,1-0
tries,1
trifecta,0-1-0
trifle,1-0
trifles,1-0
trifling,1-0
trig,1
trigger,1-0
triggered,1-0
triggering,1-0-0
triggers,1-0
triglyceride,0-1-0-2
Triglycerides,0-1-0-2
Trigo,1-0
Trilby,1-0
Trill,1
Trilling,1-0
trillion,1-0
trillions,1-0
Trillo,1-0
trilogy,1-0-0
trim,1
trimester,0-1-0
trimmed,1
trimmer,1-0
trimmers,1-0
trimming,1-0
trimmings,1-0
trims,1
Trine,1
Trinidad,1-0-2
Trinity,1-0-0
Trinity,1-0-0
trinket,1-0
trinkets,1-0
trio,1-2
trip,1
tripe,1
triple,1-0
tripled,1-0
triples,1-0
triplet,1-0
triplets,1-0
Triplex,0-1
triplicate,1-0-0
tripling,1-0-0
tripling,1-0
tripod,1-2
Tripods,1-2
Tripoli,1-0-0
tripped,1
Tripper,1-0
tripping,1-0
tripple,1-0
trips,1
triptych,1-0
Trisha,1-0
Tristan,1-2
tristate,1-2
Tristram,1-0
trite,1
tritium,1-0-0
Triton,1-0
triumph,1-0
triumphal,0-1-0
triumphant,0-1-0
triumphantly,0-1-0-0
triumphed,1-0
triumphs,1-0
Triumvirate,0-1-0-0
trivia,1-0-0
trivial,1-0-0
triviality,2-0-1-0-0
trivialize,1-0-0-2
trivialize,1-0-2
trivialized,1-0-0-2
trivialized,1-0-2
trivializes,1-0-0-2-0
trivializes,1-0-2-0
trivializing,1-0-0-2-0
trivializing,1-0-2-0
Troche,1
trod,1
trodden,1-0
trois,1
Trojan,1-0
Trojans,1-0
troll,1
trolley,1-0
trolleys,1-0
trolling,1-0
trombone,0-1
trombones,0-1
tromp,1
Tron,1
troop,1
trooped,1
trooper,1-0
troopers,1-0
trooping,1-0
troops,1
trophies,1-0
trophy,1-0
Tropic,1-0
tropical,1-0-0
tropics,1-0
tropopause,1-0-2
trot,1
troth,1
troth,1
trots,1
trotted,1-0
trotted,1-0
Trotter,1-0
trotting,1-0
troubadour,1-0-2
trouble,1-0
troubled,1-0
troublemaker,1-0-2-0
troublemakers,1-0-2-0
troubles,1-0
troubleshooter,1-0-2-0
troublesome,1-0-0
troubling,1-0-0
troubling,1-0
trough,1
troughs,1
trounce,1
trounced,1
trouncing,1-0
troupe,1
troupes,1
trouser,1-0
trousers,1-0
trout,1
Trovatore,1-0-2
trove,1
trow,1
trowel,1-0
Troy,1
truancy,1-0-0
truant,1-0
truce,1
truck,1
trucked,1
trucker,1-0
truckers,1-0
trucking,1-0
truckload,1-2
truckloads,1-2
trucks,1
truculent,1-0-0
trudge,1
trudged,1
trudging,1-0
true,1
Truelove,1-2
Trueman,1-0
truer,1-0
truest,1-0
truffle,1-0
truffles,1-0
truism,1-0-0
truly,1-0
Truman,1-0
Trump,1
trumped,1
trumpet,1-0
trumpeted,1-0-0
trumpeter,1-0-0
trumpeting,1-0-0
trumpets,1-0
trumps,1
truncated,1-2-0
truncheon,1-0
truncheons,1-0
trundle,1-0
trunk,1
trunks,1
truss,1
trusses,1-0
trust,1
trusted,1-0
trustee,2-1
trustees,2-1
trusteeship,2-1-2
trusting,1-0
trusts,1
trustworthy,1-2-0
trusty,1-0
truth,1
truthful,1-0
truthfully,1-0-0
truthfulness,1-0-0
truths,1
try,1
trying,1-0
trying,1
tryout,1-2
tryouts,1-2
tryst,1
tryst,1
ts,1-1
Tsar,1
Tsar,1
Tsetse,1-0
Tsetse,1-0
tsunami,0-1-0
tsunami,0-1-0
tu,1
tub,1
tuba,1-0
Tubal,1-0
Tubby,1-0
tube,1
tube,1
tuberculosis,0-2-0-1-0
tuberculosis,0-2-0-1-0
tuberculosis,0-2-0-1-0
tubes,1
tubing,1-0
Tubman,1-0
tubs,1
tubular,1-0-0
tuck,1
tucked,1
Tucker,1-0
tucking,1-0
tucks,1
Tucson,1-2
Tucuman,1-0-0
Tudor,1-0
Tudor,1-0
tue,1
Tuesday,1-2
Tuesday,1-0
Tuesday,1-2
Tuesdays,1-2
Tuesdays,1-0
Tuesdays,1-2
Tuff,1
tuft,1
tufted,1-0
tufted,1-0
Tufts,1
tug,1
tugboat,1-2
tugboats,1-2
tugged,1
tugging,1-0
tugs,1
tuition,0-1-0
tuitions,0-1-0
Tula,1-0
Tulip,1-0
tulips,1-0
Tulsa,1-0
tumble,1-0
tumbled,1-0
tumbler,1-0
tumblers,1-0
tumbles,1-0
tumbling,1-0-0
tumbling,1-0
Tumescent,0-1-0
tummies,1-0
tummy,1-0
tumor,1-0
tumors,1-0
Tums,1
tumult,1-0
tumultuous,2-1-0-0
tuna,1-0
tuna,1-0
tunas,1-0
tundra,1-0
tune,1
tuned,1
tuner,1-0
tunes,1
Tung,1
tungsten,1-0
tunic,1-0
tuning,1-0
Tunis,1-0
Tunis,2-1
Tunisia,2-1-0
Tunisian,2-1-0
tunnel,1-0
tunneling,1-0-0
tunnels,1-0
Tunney,1-0
Tunny,1-0
Tupelo,1-0-2
Tupelo,1-0-2
turban,1-0
turbans,1-0
turbine,1-0
turbines,1-0
Turbo,1-0
turbocharged,1-0-2
turbojet,1-0-2
turboprop,1-0-2
turbos,1-0
turbot,1-2
turbot,2-1
turbulence,1-0-0
turbulent,1-0-0
Turco,1-0
turf,1
turgid,1-0
Turk,1
turkey,1-0
turkeys,1-0
Turkic,1-0
Turkish,1-0
Turks,1
turmoil,1-2
turn,1
turnabout,1-0-2
turnaround,1-0-2
turnarounds,1-0-2
turncoat,1-2
turndown,1-2
turned,1
Turner,1-0
turning,1-0
turnip,1-0
turnips,1-0
turnkey,1-2
turnoff,1-2
turnout,1-2
turnouts,1-2
turnover,1-2-0
turnovers,1-2-0
turnpike,1-2
turns,1
turnstile,1-2
Turnstiles,1-2
turntable,1-2-0
turntables,1-2-0
turpentine,1-0-2
turpitude,1-0-2
turquoise,1-0
turret,1-0
turret,1
turrets,1-0
Turtle,1-0
turtleneck,1-0-2
turtlenecks,1-0-2
turtles,1-0
turvy,1-0
Tuscan,1-0
tush,1
tushes,1-0
tusk,1
tusks,1
tussle,1-0
tussled,1-0
tussles,1-0
Tut,1
tutelage,1-0-0
tutor,1-0
tutored,1-0
tutorial,0-1-0-0
tutorials,0-1-0-0
tutoring,1-0-0
tutors,1-0
Tutti,1-0
tutu,1-2
tux,1
tuxedo,2-1-0
tuxedos,0-1-2
Tv,2-0-1-0
Tv,1-1
twaddle,1-0
Twain,1
twang,1
Twangy,1-0
Twas,1
tweak,1
tweaked,1
tweaking,1-0
tweaks,1
Tweed,1
Tweedle,1-0
Tweedy,1-0
tweet,1
tweezer,1-0
tweezers,1-0
Twelfth,1
Twelve,1
twenties,1-0
twenties,1-0
twentieth,1-0-0
twentieth,1-0-0
twentieth,1-0-0
twentieth,1-0-0
Twenty,1-0
Twenty,1-0
twice,1
Twiddle,1-0
twiddling,1-0
twig,1
twigged,1
Twiggy,1-0
twigs,1
twilight,1-2
Twill,1
twin,1
twine,1
Twined,1
twinge,1
twinkle,1-0
twinkled,1-0
Twinkles,1-0
twinkling,1-0-0
twinkling,1-0
twins,1
twirl,1
twirled,1
twirler,1-0
twirling,1-0
twirls,1
twist,1
twisted,1-0
twisted,1-0
Twister,1-0
twisters,1-0
twisting,1-0
twists,1
twisty,1-0
twitch,1
twitched,1
twitches,1-0
twitching,1-0
Twitty,1-0
two,1
twofold,1-1
twos,1
twosome,1-0
tycoon,0-1
tycoons,0-1
Tye,1
tying,1-0
tyke,1
Tyler,1-0
tympanic,0-1-0
Tyne,1
type,1
typecast,1-2
Typecasting,1-2-0
typed,1
typeface,1-2
types,1
typeset,1-2
typesetting,1-2-0
typewriter,1-2-0
typewriters,1-2-0
typewriting,1-2-0
typewritten,1-2-0
typhoid,1-0
typhoon,2-1
typhoons,2-1
typhus,1-0
typical,1-0-0
typical,1-0-0
typically,1-0-0-0
typically,1-0-0
typified,1-0-2
typifies,1-0-2
typify,1-0-2
typing,1-0
typist,1-0
typists,1-0
typists,1-0
typists,1-0
typo,1-0
typographical,2-0-1-0-0
tyrannical,0-1-0-0
tyrannies,1-0-0
Tyrannosaurus,0-0-0-1-0
tyranny,1-0-0
tyrant,1-0
tyrants,1-0
tyre,1
Tyrone,2-1
U,1
ubiquitous,0-1-0-0
ubiquity,0-1-0-0
Udell,1-0
Udo,1-2
Uganda,2-1-0
Uganda,0-1-0
Ugandan,2-1-0
Ugandan,2-1-0
Ugh,1
uglier,1-0-0
ugliest,1-0-0
ugliness,1-0-0
ugly,1-0
uh,1
Ukraine,0-1
Ukrainian,0-1-0-0
Ukrainians,0-1-0-0
ukulele,2-0-1-0
Ula,1-0
ulcer,1-0
ulceration,2-0-1-0
ulcers,1-0
Ulster,1-0
ulterior,0-1-0-0
ultima,1-0-0
ultimate,1-0-0
ultimately,1-0-0-0
ultimatum,2-0-1-0
ultimatums,2-0-1-0
Ultra,1-0
ultramodern,2-0-1-0
ultranationalist,2-0-1-0-0-0
ultrasonic,2-0-1-0
ultrasound,2-0-1
ultraviolet,2-0-1-0-0
Ulysses,0-1-0
Um,1
umbilical,0-1-0-0
umble,1-0
umbrage,1-0
umbrella,0-1-0
umbrella,1-2-0
umbrellas,0-1-0
Umm,1
umpire,1-2-0
umpires,1-2-0
umpteen,1-1
umpteenth,1-2
Un,1
Un,1-1
Una,1-0
Una,1-1-1
unabashed,2-0-1
unabashedly,2-0-1-0-0
unabated,2-0-1-0
unable,0-1-0
Unabridged,2-0-1
unacceptable,2-0-1-0-0
unaccompanied,2-0-1-0-0
unaccountable,2-0-1-0-0
unaccountably,2-0-1-0-0
unaccounted,2-0-1-0
unaccustomed,2-0-1-0
unadorned,2-0-1
unadulterated,2-0-1-0-2-0
unaffected,2-0-1-0
unaffiliated,0-0-1-0-2-0
unaffordable,0-0-1-0-0
unafraid,2-0-1
unaided,0-1-0
unalienable,0-1-0-0-0-0
unalienable,0-1-0-0-0
unalloyed,0-1-2
unalterable,0-1-0-0-0
unalterably,0-1-0-0-0
unaltered,0-1-0
unambiguous,2-0-1-0-0
unambiguously,0-0-1-0-0-0
unanimity,2-0-1-0-0
unanimity,2-0-1-0-0
unanimous,0-1-0-0
unanimously,0-1-0-0-0
unannounced,2-0-1
unanswerable,2-2-0-0-0
unanswered,2-1-0
unanticipated,2-0-1-0-2-0
unapologetic,2-0-2-0-1-0
unappealing,2-0-1-0
unappetizing,2-1-0-2-0
unappreciated,2-0-1-0-2-0
unapproved,2-0-1
unarmed,0-1
unashamed,2-0-1
unashamedly,2-0-1-0-0
unassailable,2-0-1-0-0
unassisted,2-0-1-0
unassuming,2-0-1-0
unattached,2-0-1
unattainable,2-0-1-0-0
unattended,0-0-1-0
unattractive,2-0-1-0
unauthorized,0-1-0-2
unavailability,0-0-2-0-1-0-0
unavailable,2-0-1-0-0
unavailing,2-0-1-0
unavoidable,2-0-1-0-0
unavoidably,2-0-1-0-0
unaware,2-0-1
unawares,2-0-1
unbalance,0-1-0
unbalanced,0-1-0
unbearable,0-1-0-0
unbearably,0-1-0-0
unbeatable,2-1-0-0
unbeaten,0-1-0
unbecoming,2-0-1-0
unbecoming,2-0-1-0
Unbeknownst,0-0-1
unbelievable,2-0-1-0-0
unbelievably,2-0-1-0-0
unbelieving,2-0-1-0
unbend,2-1
unbending,2-1-0
unbiased,2-1-0
unblemished,0-1-0
unbolt,1-2
unborn,1-1
unbound,0-1
unbounded,0-1-0
unbowed,0-1
unbowed,0-1
unbreakable,0-1-0-0
unbridled,0-1-0
unbroken,0-1-0
unburden,0-1-0
unburdened,0-1-0
unburned,0-1
unbutton,0-1-0
unbuttoned,0-1-0
uncalled,0-1
uncannily,0-1-0-0
uncanny,0-1-0
uncaring,0-1-0
unceasing,0-1-0
uncensored,0-1-0
unceremonious,2-2-0-1-0-0
unceremoniously,2-2-0-1-0-0-0
uncertain,0-1-0
uncertainties,0-1-0-0
uncertainty,0-1-0-0
Unchallenged,0-1-0
unchanged,0-1
unchanging,0-1-0
uncharacteristic,2-2-0-0-1-0
uncharacteristically,2-2-0-0-1-0-0
uncharted,0-1-0
unchartered,0-1-0
unchecked,0-1
uncivil,0-1-0
uncivilized,0-1-0-0
unclaimed,0-1
Unclassified,0-1-0-2
Uncle,1-0
unclean,0-1
unclear,0-1
uncles,1-0
uncluttered,0-1-0
uncoil,2-1
uncollected,0-0-1-0
uncomfortable,0-1-0-0-0
uncomfortably,0-1-0-0
uncommitted,2-0-1-0
uncommon,0-1-0
uncommonly,2-1-0-0
uncomplete,2-0-1
uncompleted,2-0-1-0
uncomplicated,0-1-0-2-0
uncompromising,0-1-0-0-0
unconcerned,2-0-1
unconditional,2-0-1-0-0
unconditionally,2-0-1-0-0-0
unconditionally,2-0-1-0-0
unconfined,2-0-1
unconfirmed,2-0-1
unconnected,2-0-1-0
unconscionable,0-1-0-0-0
unconscious,2-1-0
unconsciously,2-1-0-0
unconsciousness,2-1-0-0
unconstitutional,2-2-0-1-0-0
unconstrained,2-0-1
uncontaminated,2-0-1-0-2-0
uncontested,2-0-1-0
uncontrollable,2-0-1-0-0
uncontrollably,2-0-1-0-0
uncontrolled,2-0-1
uncontroversial,2-2-0-1-0
unconventional,2-0-1-0-0
unconvinced,2-0-1
unconvincing,2-0-1-0
uncool,2-1
uncooperative,0-0-1-0-0-0
uncoordinated,0-0-1-0-0-0
uncork,0-1
uncorked,0-1
uncorrected,2-0-1-0
uncorroborated,2-0-1-0-0-0
uncounted,2-1-0
uncouple,0-1-0
uncouth,1-1
uncover,0-1-0
uncovered,0-1-0
uncovering,0-1-0-0
uncovers,2-1-0
uncritical,0-1-0-0
unctuous,1-0
uncut,2-1
undamaged,2-1-0
undated,2-1-0
undaunted,0-1-0
undecided,2-0-1-0
undeclared,0-0-1
undefeated,2-0-1-0
undefined,2-0-1
undelivered,2-0-1-0
undemocratic,2-0-0-1-0
undeniable,2-0-1-0-0
undeniably,2-0-1-0-0
under,1-0
underachiever,1-0-0-2-0
underachievers,1-0-0-2-0
underage,1-0-0
underarm,2-0-1
underbelly,1-0-2-0
underbid,1-0-2
underbrush,1-0-2
undercarriage,1-0-2-0
underclass,1-0-2
underclassmen,2-0-1-0
undercoat,1-0-2
undercook,0-0-1
undercooked,0-0-1
undercover,2-0-1-0
undercurrent,1-0-2-0
undercurrents,1-0-2-0
undercut,1-0-2
undercuts,1-0-2
undercutting,1-0-2-0
underdeveloped,2-0-0-1-0
underdog,1-0-2
underdogs,1-0-2
underestimate,1-0-1-0-0
underestimate,1-0-1-0-2
underestimated,1-0-1-0-2-0
underestimates,2-0-1-0-0
underestimates,2-0-1-0-0
underestimating,2-0-1-0-2-0
underfoot,2-0-1
underfunded,1-0-2-0
undergarment,1-0-2-0
undergarments,1-0-2-0
undergo,2-0-1
undergoes,1-0-2
undergoing,2-0-1-0
undergone,2-0-1
undergrad,1-0-2
undergraduate,2-0-1-0-0
undergraduates,2-0-1-0-0
underground,1-0-2
undergrowth,1-0-2
underhanded,1-0-1-0
Underhill,1-0-2
underinsured,0-0-0-2
underlies,2-0-1
underline,1-0-2
underlined,1-0-2
underlines,1-0-2
underling,1-0-0
underlings,1-0-0
underlining,1-0-2-0
underlying,2-0-1-0
undermanned,1-0-2
undermine,1-0-2
undermined,2-0-1
undermines,2-0-1
undermining,1-0-2-0
underneath,2-0-1
undernourished,2-0-1-0
underpaid,1-0-1
underpants,1-0-2
underpass,1-0-2
underpay,2-0-1
underpaying,1-0-2-0
underpinning,1-0-2-0
underpinnings,1-0-2-0
underplay,0-0-1
underplayed,0-0-1
underpowered,0-0-1-0
underrate,0-0-1
underrated,0-0-1-0
underscore,2-0-1
underscored,2-0-1
underscores,2-0-1
underscoring,2-0-1-0
undersea,2-0-1
underseas,0-0-1
Undersecretary,2-0-1-0-2-0
undersell,1-0-2
underselling,1-0-2-0
undershirt,1-0-2
undershirts,1-0-2
underside,1-0-2
undersized,1-0-2
undersold,0-0-1
understaffed,1-0-2
understand,2-0-1
understandable,2-0-1-0-0
understandably,2-0-1-0-0
understanding,2-0-1-0
understandings,0-0-1-0
understands,2-0-1
understate,1-0-2
understated,1-0-2-0
understatement,1-0-2-0
understating,1-0-2-0
understood,2-0-1
understudy,1-0-2-0
undertake,1-0-2
undertaken,1-0-2-0
undertaker,1-0-2-0
undertaking,1-0-2-0
undertakings,1-0-2-0
undertone,1-0-2
undertones,1-0-2
undertook,2-0-1
undertow,1-0-2
underused,2-0-1
underutilized,1-0-2-0-2
undervalued,1-0-2-0
underwater,1-0-2-0
underway,2-0-1
underwear,1-0-2
underweight,1-0-2
underwent,2-0-1
underwhelmed,2-0-1
Underwood,1-0-2
underworld,1-0-2
underwrite,1-0-2
underwriter,1-0-2-0
underwriters,1-0-2-0
underwriting,1-0-1-0
underwritten,1-0-2-0
undeserved,2-0-1
undeserving,2-0-1-0
undesirable,2-0-1-0-0
undetectable,0-0-1-0-0
undetected,2-0-1-0
undetermined,2-0-1-0
undetermined,2-0-1-0
undeterred,2-0-1
undeveloped,2-0-1-0
undiagnosed,0-1-0-0
undid,0-1
undignified,0-1-0-2
undiluted,2-0-1-0
undiminished,2-0-1-0
Undine,1-2
undiplomatic,0-2-0-1-0
undisciplined,0-1-0-0
undisclosed,2-0-1
undiscovered,2-0-1-0
undisguised,2-0-1
undisputed,2-0-1-0
undistinguished,2-0-1-0
undisturbed,2-0-1
undivided,2-0-1-0
undo,0-1
Undock,0-1
undocking,0-1-0
undocumented,0-1-0-0-0
undocumented,0-1-0-0-0
undoing,0-1-0
undone,0-1
undoubted,0-1-0
undoubtedly,0-1-0-0
undreamed,0-1
undress,0-1
undressed,0-1
undue,0-1
undulate,1-0-2
undulated,1-0-2-0
undulating,1-0-2-0
unduly,0-1-0
undying,0-1-0
unearned,0-1
unearth,0-1
unearthed,0-1
unearthing,0-1-0
unearthly,0-1-0
unease,0-1
Uneasily,0-1-0-0
uneasiness,2-1-0-0
uneasy,0-1-0
unedited,0-1-0-0
uneducated,0-1-0-2-0
unelectable,2-0-1-0-0
unelected,2-0-1-0
unemotional,2-0-1-0-0
unemotional,2-0-1-0-0
unemploy,0-0-1
unemployable,0-0-1-0-0
unemployed,2-0-1
unemployment,2-0-1-0
unencumbered,2-0-1-0
unending,0-1-0
unenforceable,2-0-1-0-0
unenlightened,2-0-1-0
Unenthusiastic,0-0-0-0-1-0
unenviable,0-1-2-0-0
unequal,0-1-0
unequaled,0-1-2
unequivocal,2-0-1-0-0
unequivocal,2-0-1-0-0
unequivocally,2-0-1-0-0-0
unequivocally,2-0-1-0-0
Unesco,0-1-2
unethical,0-1-0-0
unethically,0-1-0-0
uneven,0-1-0
unevenly,0-1-0-0
uneventful,2-0-1-0
unexciting,0-0-1-0
unexpected,2-0-1-0
unexpectedly,2-0-1-0-0
unexpired,2-0-1-0
unexplainable,2-0-1-0-0
unexplained,2-0-1
unexploded,2-0-1-0
unexploited,0-0-1-0
unexplored,2-0-1
unfailing,0-1-0
unfailingly,0-1-0-0
unfair,0-1
unfair,1-1
unfair,2-1
unfairly,0-1-0
unfairness,0-1-0
unfaithful,0-1-0
unfamiliar,2-0-1-0
unfamiliarity,2-0-2-1-0-0
unfashionable,0-1-0-0-0
unfathomable,0-1-0-0-0
unfavorable,2-1-0-0-0
unfavorably,0-1-0-0-0
unfazed,0-1
unfeasible,0-1-0-0
unfeeling,0-1-0
unfettered,0-1-0
unfiltered,0-1-0
unfinished,0-1-0
unfit,0-1
unflagging,0-1-0
unflappable,0-1-0-0
unflattering,0-1-0-0
unflinching,0-1-0
unfocused,0-1-0
unfold,0-1
unfolded,0-1-0
unfolding,0-1-0
unfolds,0-1
unforeseeable,2-0-1-0-0
unforeseen,2-0-1
unforgettable,2-0-1-0-0
unforgivable,2-0-1-0-0
unforgiven,2-0-1-0
unforgiven,2-0-1-0
unforgiving,0-0-1-0
unformed,0-1
unfortunate,0-1-0-0
unfortunate,0-1-0-0
Unfortunately,0-1-0-0-0
Unfortunately,0-1-0-0-0
unfortunates,0-1-0-0
unfortunates,0-1-0-0
unfounded,0-1-0
unfriendly,0-1-0
unfrozen,0-1-0
